Title,Rental_Price,Location,Beds,Baths,Balcony,Carpet Area,Status,Furnished Status,Rental Value,Security Deposit,Address,Landmarks,Furnishing,link,Bath,Super Built-up Area,Floor,Age Of Construction,Age of Construction,Balconies,Project,Facing,Overlooking,Additional Rooms,Price,Developer,Amenities,Price per sqft,Configuration,Tower & Unit,Covered Parking,Lifts,Car parking,Water Availability,Status of Electricity,Floors allowed for construction,Lift,Bed,Flooring,Authority Approval,Unit,Type of Ownership,RERA ID,Tower,Plot Area,Any Construction done,Boundary Wall,Transaction Type,Additional Features,Approved,Floor allowed,Floors allowed
3 BHK Flat 1362 Sq-ft For Rent in,"₹35,000","Bansdroni, Kolkata",3.0,2.0,1.0,1250sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹28/sqft,Immediately,Unfurnished,"₹35,000","₹70, 000","207, Netaji Subhash Chandra Bose Rd, Bansdroni, Kolkata - South, West Bengal",Apollo,Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-1362-Sq-ft-Multistorey-Apartment-FOR-Rent-Bansdroni-in-Kolkata&id=4d423832303238393431,,,3(Out of 6 Floors),5 to 10 years,5 to 10 years,,,South - East,Main Road,None of these,,,,,,,1.0,,1 Covered,24 Hours Available,No/Rare Powercut,1.0,1.0,,Marble,,,,,,,,,,,,,
"2 BHK Flat 950 Sq-ft For Rent in Surya Enclave,","₹70,000","Hazra Road, Kolkata",2.0,2.0,,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹70/sqft,Immediately,Furnished,"₹70,000",,"60 Hazra road surya enclave flat 4C, Hazra Road, Kolkata - South, West Bengal",,Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-950-Sq-ft-Multistorey-Apartment-FOR-Rent-Hazra-Road-in-Kolkata&id=4d423732363330313431,,,4(Out of 4 Floors),15 to 20 years,15 to 20 years,,Surya Enclave,,Main Road,,₹ 68.1 Lac - ₹ 94.2 Lac,Unique Group,"Fire Fighting Equipment,Multipurpose Courts,Kids Play Area,DTH Television Facility,Waste Disposal,Maintenance Staff,Visitor Parking,Water Storage,Security,Reserved Parking,Park,Rain Water Harvesting,Lift,Power Back Up",,,"2 Towers , 60 Units",,,,,,,,,Marble,,,,,,,,,,,,,
"2 BHK Flat 1240 Sq-ft For Rent in Anik One Rajarhat,","₹75,000","New Town, Kolkata",2.0,2.0,,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹94/sqft,Immediately,Furnished,"₹75,000",,"C2, 15D, One Rajarhat, New Town, New Town, Kolkata - East, West Bengal",Novotel,Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1240-Sq-ft-Multistorey-Apartment-FOR-Rent-New-Town-in-Kolkata&id=4d423738313035393439,,,15(Out of 23 Floors),Less than 5 years,Less than 5 years,2.0,Anik One Rajarhat,West,"Garden/Park, Main Road",,₹ 1.40 Cr - ₹ 2.88 Cr,Anik Industries Limited,"Fire Fighting Equipment,Meditation Area,Kids Play Area,Indoor Games Room,Flower Gardens,AEROBICS ROOM,CCTV Camera,3 Tier Security System,Earth quake resistant,Infinity Swimming Pool,Outdoor Tennis Courts,Jogging and Strolling Track,Banquet Hall,Internet/Wi-Fi Connectivity,Waste Disposal,Intercom Facility,Air Conditioned,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Rain Water Harvesting,Lift,Power Back Up",,"2, 3 BHK Flats","3 Towers , 320 Units",1.0,,1 Covered,,,,,,Ceramic Tiles,,,,,,,,,,,,,
"2 BHK Flat 700 Sq-ft For Rent in Shapoorji Paloonji Sukhobristi,","₹18,500","New Town, Kolkata",2.0,2.0,1.0,700sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹26/sqft,Immediately,Furnished,"₹18,500","₹37, 000","New Town, Kolkata - East, West Bengal",,Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-700-Sq-ft-Multistorey-Apartment-FOR-Rent-New-Town-in-Kolkata&id=4d423833333132393137,,,8(Out of 14 Floors),5 to 10 years,5 to 10 years,,Shapoorji Paloonji Sukhobristi,South,,,₹ 20.0 Lac - ₹ 39.0 Lac,,"Waste Disposal,Maintenance Staff,Security,Reserved Parking,Park,Lift,Power Back Up","₹ 4,167 - ₹ 5,778","1, 2 BHK Flats","13 Towers , 20000 Units",,,,,,,,,,,,,,,,,,,,,,
"3 BHK Flat 1550 Sq-ft For Rent in Panache,","₹65,000","Salt Lake Bypass, Kolkata",3.0,2.0,1.0,1240sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹52/sqft,Immediately,Furnished,"₹65,000|₹4,500Monthly Maintenance",,"Panache Apartment MB Block 3 Mahish Bathan Sector V Bidhannagar Kolkata West Bengal 700102, Salt Lake Bypass, Kolkata - North, West Bengal",Vivekananda Institute of Advanced Studies VIAS Hotel Management Colleges in Kolkata,Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1550-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Kolkata&id=4d423431393439303735,,,11(Out of 25 Floors),Less than 5 years,Less than 5 years,,Panache,South - East,"Garden/Park, Main Road",,₹ 1.23 Cr - ₹ 1.85 Cr,PS Vinayak Heights LLP,"Provision for power backup,Community Hall,Badminton court,Aesthetically designed landscape garden,Sewage treatment plant,Cycling & Jogging Track,Meditation Area,Indoor Squash & Badminton Courts,Indoor Games Room,Event Space & Amphitheatre,Kids play area,CCTV Camera,Mini Cinema Theatre,Private jaccuzi,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 9,690 - ₹ 10,601","2, 3 BHK Flats","6 Towers , 568 Units",,,1 Open,,,,,,Vitrified,,,,,,,,,,,,,
2 BHK 1100 Sq-ft Flat/Apartment  For Rent in,"₹17,000","Action Area 2B, Kolkata",2.0,2.0,,,,Unfurnished,"₹17,000",,"Action Area 2B, Kolkata - East, West Bengal",,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Rent-Action-Area-2B-in-Kolkata&id=4d423833343231343333,,1100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹15/sqft,3(Out of 3 Floors),Less than 5 years,Less than 5 years,,,South - East,,,,,,,,,,,,24 Hours Available,No/Rare Powercut,,,,Ceramic Tiles,,,,,,,,,,,,,
3 BHK Flat 1800 Sq-ft For Rent in,₹1.0 Lac,"Balaka Cooperative Housing Society Ltd, Kolkata",3.0,3.0,,,Immediately,Semi-Furnished,₹1 Lac,,"Kolkata, West Bengal",,Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Kolkata&id=4d423739313830393237,,1800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹56/sqft,7(Out of 11 Floors),New Construction,New Construction,,,,Main Road,"Servant Room, Store, Puja Room, Study",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK Flat 1200 Sq-ft For Rent in,"₹30,000","Tollygunge, Kolkata",3.0,2.0,1.0,,Immediately,Unfurnished,"₹30,000|₹1,000Monthly Maintenance","₹30, 000","Dhaka kali temple, Tollygunge, Kolkata - South, West Bengal",Dhaka Kali Temple,Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-Tollygunge-in-Kolkata&id=4d423833333132373631,,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,1(Out of 3 Floors),New Construction,New Construction,,,South - East,Main Road,Servant Room,,,,,,,,,,,,,,,,,,Freehold,,,,,,,,,,
"2 BHK Flat 750 Sq-ft For Rent in SHANTIKUNJ,","₹12,000","Danesh Sheikh Lane, Kolkata",2.0,2.0,1.0,750sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹16/sqft,Immediately,Semi-Furnished,"₹12,000|₹625Monthly Maintenance","₹25, 000","1b, 4014, danesh sheikh lane, howrah 711109., Danesh Sheikh Lane, Kolkata - Howrah District, West Bengal",Property is at a walking distance from Andul Road and Bus station.,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-750-Sq-ft-Multistorey-Apartment-FOR-Rent-Danesh-Sheikh-Lane-in-Kolkata&id=4d423634343832363431,,,1(Out of 4 Floors),5 to 10 years,5 to 10 years,,SHANTIKUNJ,East,,None of these,₹ 55.0 Lac - ₹ 89.2 Lac,Raghab banijya Pvt. Ltd.,"Maintenance Staff,Security,Lift",,,"3 Towers , 42 Units",,,,24 Hours Available,No/Rare Powercut,,1.0,,Marble,,,,,,,,,,,,,
"3 BHK Flat 1200 Sq-ft For Rent in Vinayak Nautical,","₹35,000","Baishnabghata Patuli Township, Kolkata",3.0,2.0,1.0,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹35/sqft,Immediately,Furnished,"₹35,000",,"493, Garagaccha Road, Patuli, Kolkata-700084, Baishnabghata Patuli Township, Kolkata - South, West Bengal",Patuli Fire Brigade,Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-Baishnabghata-Patuli-Township-in-Kolkata&id=4d423833363931353235,,,1(Out of 7 Floors),Less than 5 years,Less than 5 years,,Vinayak Nautical,East,Garden/Park,,₹ 36.4 Lac - ₹ 45.2 Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK 3000 Sq-ft Flat/Apartment  For Rent in TATA Avenida,","₹78,000","New Town, Kolkata",3.0,4.0,,2100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹37/sqft,Immediately,Semi-Furnished,"₹78,000|₹10,000Monthly Maintenance",₹1.6 Lac,"Tata Avenida, New Town, Kolkata, New Town, Kolkata - East, West Bengal","TCS, Mani casadona",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-3000-Sq-ft-Multistorey-Apartment-FOR-Rent-New-Town-in-Kolkata&id=4d423833343231333835,,,10(Out of 29 Floors),,Less than 5 years,3.0,TATA Avenida,South - East,Garden/Park,"Puja Room, Study, Store, Servant Room",₹ 3.72 Cr Onwards,TATA Housing Development Company Ltd.,"Meditation Area,Kids Play Area,Banquet Hall,Gymnasium,Swimming Pool","₹ 10,398 - ₹ 12,519",4 BHK Flats,"7 Towers , 728 Units",1.0,3.0,,24 Hours Available,No/Rare Powercut,,3.0,,Marble,,,,,,,,,,,,,
"2 BHK Flat 814 Sq-ft For Rent in Gems City,","₹12,500","Hanspukur Joka, Kolkata",2.0,2.0,,650sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹19/sqft,Immediately,Semi-Furnished,"₹12,500|₹1,000Monthly Maintenance","₹25, 000","Gems City Thakurpukur  Bibirhat  Bakhrahat  Raipur Rd Kolkata Naoabad West Bengal 700104, Hanspukur Joka, Kolkata - South 24 Parganas District, West Bengal",Gems Akademia International School,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-814-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Kolkata&id=4d423833313831393333,,,8(Out of 9 Floors),New Construction,New Construction,2.0,Gems City,North - East,"Garden/Park, Main Road",None of these,₹ 27.2 Lac - ₹ 50.0 Lac,Gems Group,"Fire Fighting Equipment,Cycling & Jogging Track,Indoor Games Room,Bank & ATM,AEROBICS ROOM,Large Clubhouse,Earth quake resistant,Golf Course,Banquet Hall,Maintenance Staff,Intercom Facility,Visitor Parking,Service/Goods Lift,Vaastu Compliant,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Lift","₹ 4,200 - ₹ 5,464","1, 2, 3 BHK Flats",,,3.0,,24 Hours Available,No/Rare Powercut,1.0,3.0,,"Vitrified, Ceramic Tiles",City Municipal Corporation,", 1140 Units",,,,,,,,,,,
2 BHK 850 Sq-ft Flat/Apartment  For Rent in,"₹20,000","Naktala, Kolkata",2.0,2.0,1.0,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,Immediately,Semi-Furnished,"₹20,000|₹700Monthly Maintenance","₹20, 000","opposite anand ashram balika vidyapeeth, Naktala, Kolkata - South, West Bengal",Anand Ashram Balika Vidyapith,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Multistorey-Apartment-FOR-Rent-Naktala-in-Kolkata&id=4d423832303330353335,,,2(Out of 4 Floors),10 to 15 years,10 to 15 years,,,,Main Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK 500 Sq-ft Flat/Apartment  For Rent in,"₹10,000","Mukundapur, Kolkata",2.0,,,500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹20/sqft,Immediately,Unfurnished,"₹10,000|₹250Monthly Maintenance","₹20, 000","Mukundapur, Kolkata - South, West Bengal",Near new South Point School,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-500-Sq-ft-Multistorey-Apartment-FOR-Rent-Mukundapur-in-Kolkata&id=4d423739313735313431,1.0,,Ground(Out of 3 Floors),5 to 10 years,5 to 10 years,,,East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK Flat 1261 Sq-ft For Rent in Signum Windmere,","₹22,000","Madhyamgram, Kolkata",3.0,3.0,1.0,,,Semi-Furnished,"₹22,000","₹50, 000","Windmere, Sodepur Road, Madhyamgram, Opp of APC College Kol-700110, Madhyamgram, Kolkata - North 24 Parganas District, West Bengal",Opp of APC College,Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1261-Sq-ft-Multistorey-Apartment-FOR-Rent-Madhyam-Gram-in-Kolkata&id=4d423833353134373735,,1261sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹17/sqft,3(Out of 11 Floors),New Construction,New Construction,,Signum Windmere,South -West,,,₹ 52.0 Lac - ₹ 1.02 Cr,Signum Group And Unimark Group,"Fire Fighting Equipment,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Event Space & Amphitheatre,Health club with Steam / Jaccuzi,Cafeteria/Food Court,Reserved Parking,Gymnasium,Club House,Lift",,2 BHK Flats,"6 Towers , 253 Units",,,,,,,,,,,,,,,,,,,,,,
"Flat For Rent in Upohar The Condoville,",Call for Price,"EM Bypass, Kolkata",,,,,Immediately,,,,"EM Bypass, Kolkata - South, West Bengal",,,https://www.magicbricks.com/propertyDetails/Multistorey-Apartment-FOR-Rent-EM-Bypass-in-Kolkata&id=4d423732363430393031,,,,,,,Upohar The Condoville,,,,₹ 44.0 Lac - ₹ 3.50 Cr,Ambuja Neotia,"Fire Fighting Equipment,Multipurpose Courts,Library And Business Centre,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,CCTV Camera,Multipurpose Hall,Grand Entrance lobby,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Internet/Wi-Fi Connectivity,Waste Disposal,Intercom Facility,Visitor Parking,Vaastu Compliant,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 5,263 - ₹ 9,669","2, 3, 4 BHK Flats","14 Towers , 1272 Units",,,,,,,,,,,,,,,,,,,,,,
"3 BHK Flat 1220 Sq-ft For Rent in GPS Meena Fortuna,","₹12,000","Action Area 1, Kolkata",3.0,,1.0,1220sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹10/sqft,Immediately,Furnished,"₹12,000|₹1,700Monthly Maintenance","₹80, 000","Gauranganagar Dhalai Bridge, Action Area 1, Kolkata - East, West Bengal",,Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1220-Sq-ft-Multistorey-Apartment-FOR-Rent-Action-Area-1-in-Kolkata&id=4d423732363430383831,1.0,,3(Out of 4 Floors),New Construction,New Construction,,GPS Meena Fortuna,North,"Garden/Park, Pool",,₹ 1.20 Cr - ₹ 1.60 Cr,GPS Group,"Community Hall,Fire Fighting Equipment,Meditation Area,Kids Play Pool With Water Slides,Indoor Games Room,AEROBICS ROOM,Kids play area,CCTV Camera,Outdoor Tennis Courts,Waste Disposal,Maintenance Staff,Intercom Facility,Water Storage,Security,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,"2, 3 BHK Flat","11 Towers , 172 Units",,,,24 Hours Available,No/Rare Powercut,,1.0,,Ceramic Tiles,,,,,,,,,,,,,
"2 BHK 900 Sq-ft Flat/Apartment  For Rent in Emami City,","₹35,000","Jessore Road, Kolkata",2.0,2.0,1.0,,Immediately,Semi-Furnished,"₹35,000|₹1Per sq. Unit Monthly Maintenance",₹1.0 Lac,"Jessore Road, Kolkata, Jessore Road, Kolkata - North, West Bengal",,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Rent-Jessore-Road-in-Kolkata&id=4d423833313832353237,,900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹39/sqft,1(Out of 13 Floors),10 to 15 years,10 to 15 years,,Emami City,,Main Road,None of these,₹ 92.3 Lac - ₹ 2.02 Cr,Emami Realty,"Badminton court,Aesthetically designed landscape garden,Half basketball court,Volleyball court,Water treatment plant,Sewage treatment plant,Fire Fighting Equipment,Activity Deck4,Recreational Pool,Meditation Area,Kids Club,Indoor Squash & Badminton Courts,Indoor Games Room,Guest Accommodation,Flower Gardens,Library,CCTV Camera,Multipurpose Hall,Large Open space,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,2 BHK Flats,"23 Towers , 1233 Units",1.0,,1 Covered,24 Hours Available,No/Rare Powercut,1.0,1.0,,"Ceramic Tiles, Marble, Mosaic, Vitrified",,,,,,,,,,,,,
3 BHK 988 Sq-ft Flat/Apartment  For Rent in,"₹15,500","Santragachi, Kolkata",3.0,2.0,,985sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹16/sqft,Immediately,Semi-Furnished,"₹15,500|₹100Monthly Maintenance","₹60, 000","fareeba MART on GoogleMap, Santragachi, Kolkata - Howrah District, West Bengal","Lake Land Country Club, [object Object], International School, [object Object], Fareeba Mart, [object Object], Avanzoe",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-988-Sq-ft-Multistorey-Apartment-FOR-Rent-Santragachi-in-Kolkata&id=4d423536383038363139,,,2(Out of 4 Floors),Less than 5 years,Less than 5 years,,,,,,,,,,,,,,2 Open,24 Hours Available,No/Rare Powercut,,1.0,,"Vitrified, Granite",,,,,,,,,,,,,
"3 BHK Flat 1410 Sq-ft For Rent in RBM Valley,","₹20,000","Kaikhali, Kolkata",3.0,2.0,,1100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹18/sqft,Immediately,Unfurnished,"₹20,000|₹2,115Monthly Maintenance","₹40, 000","Kaikhali, Kaikhali, Kolkata - North 24 Parganas District, West Bengal",Mangalam Vidyaniketan,Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-1410-Sq-ft-Multistorey-Apartment-FOR-Rent-Kaikhali-in-Kolkata&id=4d423432313537373437,,,5(Out of 6 Floors),,New Construction,2.0,RBM Valley,North,Main Road,,₹ 51.0 Lac - ₹ 79.9 Lac,Bengal RBM promoters Pvt. Ltd.,"Fire Fighting Equipment,Activity Deck4,Retail Boulevard (Retail Shops),Meditation Area,Kids Play Area,Indoor Games Room,CCTV Camera,Banquet Hall,DTH Television Facility,Internet/Wi-Fi Connectivity,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Water Storage,Security,Reserved Parking,Park,Gymnasium,Lift,Power Back Up",,"2, 3 BHK Flat","2 Towers , 60 Units",1.0,,1 Covered,,,,1.0,,,,,,,,,,,,,,,
2 BHK Flat 750 Sq-ft For Rent in,"₹10,000","prantikpally, Kolkata",2.0,,,720sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹14/sqft,Immediately,Semi-Furnished,"₹10,000|₹500Monthly Maintenance","₹10, 000","67 Bosepukur Prantik pally, kolkata 700042, Kolkata, West Bengal",,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-750-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Kolkata&id=4d423634353237333237,1.0,,Ground(Out of 4 Floors),New Construction,New Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹14,500","Garia, Kolkata",2.0,2.0,,1338sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹11/sqft,Immediately,Unfurnished,"₹14,500|₹350Monthly Maintenance",,"G-19 Gitanjali Park, Garia, Kolkata 700096, Garia, Kolkata - South 24 Parganas District, West Bengal",Boral High School,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1575-Sq-ft-Residential-House-FOR-Rent-Garia-in-Kolkata&id=4d423833303439383131,,,,Less than 5 years,Less than 5 years,2.0,,North - East,"Garden/Park, Main Road",,,,,,,,,,1 Open,24 Hours Available,No/Rare Powercut,3.0,,,Marble,City Municipal Corporation,,,,,,,,,,,,
3 BHK Flat 275 Sq-ft For Rent in,"₹15,000","jpk green vista, Kolkata",3.0,3.0,1.0,950sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹16/sqft,Immediately,Semi-Furnished,"₹15,000","₹24, 000","Ambey garden, ground floor 3 room available for rent, Kolkata, West Bengal",,Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-275-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Kolkata&id=4d423634353336313931,,,Ground(Out of 5 Floors),5 to 10 years,5 to 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK Residential House  For Rent,"₹21,000",Sarada Pally,3.0,2.0,,,Immediately,Semi-Furnished,"₹21,000",,"Sarada Pally, Kolkata - South, West Bengal",,Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-2-Kottah-Residential-House-FOR-Rent-Sarada-Pally-in-Kolkata&id=4d423831353732373933,,2kottahsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹15/sqft,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
3 BHK Builder Floor 1500 Sq-ft For Rent in,"₹30,000","Mukundapur, Kolkata",3.0,2.0,,,Immediately,Furnished,"₹30,000",,"Mukundapur, Kolkata - South, West Bengal",,Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Mukundapur-in-Kolkata&id=4d423738313131353435,,1500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹20/sqft,1(Out of 4 Floors),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 BHK 550 Sq-ft Flat/Apartment  For Rent in,"₹12,000","Patuli, Kolkata",,,1.0,500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹24/sqft,Immediately,Furnished,"₹12,000|₹200Monthly Maintenance","₹24, 000","Patuli, Kolkata - South, West Bengal",,Furnished,https://www.magicbricks.com/propertyDetails/1-BHK-550-Sq-ft-Multistorey-Apartment-FOR-Rent-Patuli-in-Kolkata&id=4d423634353138313231,1.0,,4(Out of 4 Floors),Above 20 years,Above 20 years,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
